latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
25.90433,54.52972,311.44,0.55,0.43,2026-09-12,2155,N,nominal,2.0NRT,300.16,0.8,N
24.50768,56.60928,315.47,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,300.09,2.49,N
24.50419,56.6087,331.8,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,300.56,2.49,N
24.50656,56.59175,313.4,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,300.42,0.74,N
24.50478,56.60446,313.47,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,300.7,2.49,N
24.47214,56.63357,313.24,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,299.07,0.93,N
24.45443,56.55002,313.06,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,298.74,1.13,N
24.32971,54.47237,317.86,0.53,0.42,2026-09-12,2155,N,nominal,2.0NRT,302.75,1.11,N
23.55468,58.20082,317.21,0.39,0.36,2026-09-12,2155,N,nominal,2.0NRT,299.8,1.08,N
23.48429,58.28143,318.96,0.39,0.36,2026-09-12,2155,N,nominal,2.0NRT,299.98,1.41,N
22.65932,59.40569,307.89,0.39,0.36,2026-09-12,2155,N,nominal,2.0NRT,297.54,1.46,N
23.19047,55.45862,310.78,0.46,0.39,2026-09-12,2155,N,nominal,2.0NRT,298.31,1.82,N
23.31304,54.17957,312.79,0.54,0.42,2026-09-12,2155,N,nominal,2.0NRT,298.79,7.45,N
22.88086,55.92644,332.23,0.44,0.38,2026-09-12,2155,N,nominal,2.0NRT,297.04,3.46,N
22.87733,55.92586,321.73,0.44,0.38,2026-09-12,2155,N,nominal,2.0NRT,297.34,1.87,N
22.8729,55.61332,321.18,0.45,0.39,2026-09-12,2155,N,nominal,2.0NRT,297.96,1.99,N
22.87468,55.61482,321.73,0.45,0.39,2026-09-12,2155,N,nominal,2.0NRT,298.1,1.55,N
22.78122,55.81419,306.68,0.44,0.39,2026-09-12,2155,N,nominal,2.0NRT,295.07,0.68,N
22.67312,56.24883,306.54,0.43,0.38,2026-09-12,2155,N,nominal,2.0NRT,292.24,0.42,N
22.40784,56.98827,322.53,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,296.39,1.6,N
22.40445,56.98767,320.1,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,296.31,1.6,N
22.3457,56.43248,314.86,0.42,0.38,2026-09-12,2155,N,nominal,2.0NRT,296.04,1.23,N
22.32669,56.49142,324.58,0.42,0.37,2026-09-12,2155,N,nominal,2.0NRT,295.96,2.23,N
21.93833,57.07445,325.15,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,282.45,2.33,N
21.93495,57.07387,297.44,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,279.41,0.5,N
21.89211,56.84485,299.96,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,279.61,0.68,N
21.89153,56.84875,308.77,0.4,0.37,2026-09-12,2155,N,nominal,2.0NRT,280.85,0.75,N
21.83612,56.67957,296,0.41,0.37,2026-09-12,2155,N,nominal,2.0NRT,276.46,0.46,N
21.70275,56.471,305.66,0.41,0.37,2026-09-12,2157,N,nominal,2.0NRT,287.18,0.78,N
21.29578,57.68058,305,0.39,0.36,2026-09-12,2157,N,nominal,2.0NRT,293.65,0.5,N
21.41093,55.74285,308.36,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,285.22,1.13,N
21.37863,55.8187,324.56,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,282.66,2.52,N
20.70726,55.42959,304.12,0.44,0.38,2026-09-12,2157,N,nominal,2.0NRT,288.11,0.63,N
20.3903,55.66204,323.93,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.78,1.54,N
20.38681,55.66148,309.18,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.06,1.54,N
20.3895,55.66354,329.96,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.79,3.28,N
20.38491,55.64597,324.55,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,295.11,1.41,N
20.21373,55.71158,326.79,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.13,2.26,N
18.32208,55.10525,330.98,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,296.22,2.49,N
18.17792,55.25006,306.28,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.65,0.69,N
18.17445,55.24951,305.62,0.43,0.38,2026-09-12,2157,N,nominal,2.0NRT,294.51,1,N
18.01348,54.57253,347.85,0.45,0.39,2026-09-12,2157,N,nominal,2.0NRT,302.76,11.05,N
17.8889,54.48543,339.4,0.45,0.39,2026-09-12,2157,N,nominal,2.0NRT,297.25,13.88,N
38.67878,54.31443,325.55,0.61,0.71,2026-09-12,2331,N,nominal,2.0NRT,288.05,2.98,N
38.64598,54.28202,327.4,0.61,0.71,2026-09-12,2331,N,nominal,2.0NRT,287.74,3.61,N
38.67919,54.31594,324.61,0.61,0.71,2026-09-12,2331,N,nominal,2.0NRT,287.75,2.26,N
38.64637,54.28329,329.43,0.61,0.71,2026-09-12,2331,N,nominal,2.0NRT,287.74,2.47,N
36.944,54.89153,297.76,0.73,0.76,2026-09-12,2331,N,nominal,2.0NRT,285.93,0.95,N
20.47235,100.12014,329.09,0.71,0.75,2026-09-13,0546,N,nominal,2.0NRT,286.82,6.28,D
21.61348,101.87085,332.17,0.53,0.67,2026-09-13,0546,N,nominal,2.0NRT,273.92,5.18,D
22.80029,100.19995,331.06,0.63,0.72,2026-09-13,0546,N,nominal,2.0NRT,286.51,3.75,D
6.38676,81.01808,326.79,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,288.08,2.55,D
6.39294,81.01705,348.87,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,288.25,7.33,D
6.39093,81.01582,354.82,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,287.98,9.17,D
6.42347,81.05456,332.84,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,287.02,1.74,D
6.4481,81.05029,350.31,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,288.47,6.83,D
7.05704,81.45511,337.28,0.48,0.64,2026-09-13,0724,N,nominal,2.0NRT,287.76,4.86,D
7.2856,81.22715,333.28,0.49,0.65,2026-09-13,0724,N,nominal,2.0NRT,287.9,4.47,D
7.5022,81.74329,353.39,0.45,0.63,2026-09-13,0724,N,nominal,2.0NRT,290.3,7.18,D
7.50189,81.7411,347.87,0.45,0.63,2026-09-13,0724,N,nominal,2.0NRT,289.72,8.61,D
7.59502,80.95129,335.53,0.5,0.66,2026-09-13,0724,N,nominal,2.0NRT,291.21,7.98,D
7.60108,80.95014,339.32,0.5,0.66,2026-09-13,0724,N,nominal,2.0NRT,290.85,10.2,D
7.93497,81.05368,336.18,0.49,0.65,2026-09-13,0724,N,nominal,2.0NRT,287.94,7.78,D
7.93414,81.04922,336.71,0.49,0.65,2026-09-13,0724,N,nominal,2.0NRT,290.61,7.78,D
8.03992,81.32426,334.06,0.47,0.64,2026-09-13,0724,N,nominal,2.0NRT,291.68,6.17,D
8.04348,81.31029,331.14,0.47,0.64,2026-09-13,0724,N,nominal,2.0NRT,289.79,4.91,D
8.05169,81.322,339.4,0.47,0.64,2026-09-13,0724,N,nominal,2.0NRT,290.66,4.1,D
8.02861,81.09187,336.02,0.49,0.65,2026-09-13,0724,N,nominal,2.0NRT,288.42,7.84,D
8.0499,81.32288,332.66,0.47,0.64,2026-09-13,0724,N,nominal,2.0NRT,290.75,5.72,D
8.0312,81.09241,331.28,0.48,0.65,2026-09-13,0724,N,nominal,2.0NRT,289.02,6.12,D
8.08637,80.64853,344.41,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,289.53,8.57,D
8.09099,80.23808,331.4,0.55,0.68,2026-09-13,0724,N,nominal,2.0NRT,287.94,6.35,D
8.33968,81.30187,334.36,0.46,0.64,2026-09-13,0724,N,nominal,2.0NRT,290.9,7.39,D
8.35725,81.27872,331,0.46,0.64,2026-09-13,0724,N,nominal,2.0NRT,291.42,2.17,D
8.27618,80.72009,332.3,0.51,0.66,2026-09-13,0724,N,nominal,2.0NRT,289.65,5.03,D
8.25421,80.50323,339.22,0.53,0.67,2026-09-13,0724,N,nominal,2.0NRT,287.65,9.14,D
8.3127,80.74686,330.92,0.51,0.66,2026-09-13,0724,N,nominal,2.0NRT,288.89,6.37,D
8.31009,80.73293,340.99,0.51,0.66,2026-09-13,0724,N,nominal,2.0NRT,289.4,10.08,D
8.194,79.90574,330.85,0.58,0.7,2026-09-13,0724,N,nominal,2.0NRT,286.37,7.86,D
8.44298,81.11615,331.08,0.48,0.64,2026-09-13,0724,N,nominal,2.0NRT,291.24,4.59,D
8.19462,79.90289,339.43,0.58,0.7,2026-09-13,0724,N,nominal,2.0NRT,286.71,7.74,D
8.35129,80.24283,344.22,0.55,0.68,2026-09-13,0724,N,nominal,2.0NRT,287.47,10.43,D
8.35036,80.23783,356.37,0.55,0.68,2026-09-13,0724,N,nominal,2.0NRT,285,10.43,D
8.52645,80.67664,342.54,0.51,0.66,2026-09-13,0724,N,nominal,2.0NRT,289.21,10.91,D
8.60487,80.45284,330.64,0.52,0.67,2026-09-13,0724,N,nominal,2.0NRT,289.42,6.52,D
14.85171,100.52458,329.97,0.41,0.6,2026-09-13,0726,N,nominal,2.0NRT,283.37,5.04,D
11.51971,77.19726,331.51,0.76,0.77,2026-09-13,0726,N,nominal,2.0NRT,273.59,5.26,D
11.52328,77.19559,338.04,0.76,0.77,2026-09-13,0726,N,nominal,2.0NRT,273.2,4.7,D
16.46902,98.69112,330.73,0.32,0.55,2026-09-13,0726,N,nominal,2.0NRT,291.88,2.49,D
13.29275,78.005,330.52,0.62,0.72,2026-09-13,0726,N,nominal,2.0NRT,273.46,2.75,D
17.79383,95.03274,342.08,0.39,0.44,2026-09-13,0726,N,nominal,2.0NRT,295.71,5.89,D
17.82067,95.11267,332.94,0.4,0.44,2026-09-13,0726,N,nominal,2.0NRT,295.19,1.83,D
18.97796,100.13956,328.59,0.43,0.62,2026-09-13,0726,N,nominal,2.0NRT,286.8,3.76,D
20.47531,100.12043,331.52,0.45,0.63,2026-09-13,0726,N,nominal,2.0NRT,287.4,5.49,D
21.02837,100.61869,367,0.49,0.65,2026-09-13,0726,N,high,2.0NRT,290.95,29.24,D
20.94527,95.85739,331.25,0.48,0.48,2026-09-13,0729,N,nominal,2.0NRT,295.42,2.97,D
21.52054,95.66871,333.84,0.48,0.48,2026-09-13,0729,N,nominal,2.0NRT,295.77,3.03,D
20.76136,85.29738,331.07,0.48,0.4,2026-09-13,0729,N,low,2.0NRT,297.4,8.78,D
20.863,84.99017,328.02,0.5,0.41,2026-09-13,0729,N,low,2.0NRT,295.91,5.02,D
21.74854,83.84378,339.36,0.56,0.43,2026-09-13,0729,N,nominal,2.0NRT,294.91,8.41,D
21.76223,83.85188,328.88,0.56,0.43,2026-09-13,0729,N,nominal,2.0NRT,294.85,6.33,D
22.57471,85.89218,334.45,0.43,0.38,2026-09-13,0729,N,nominal,2.0NRT,293.88,7.49,D
23.68204,86.09431,335.29,0.42,0.37,2026-09-13,0729,N,nominal,2.0NRT,287.37,3.75,D
24.19585,82.71654,332.02,0.39,0.44,2026-09-13,0729,N,nominal,2.0NRT,293.19,4.25,D
31.87933,78.38251,340.37,0.49,0.49,2026-09-13,0729,N,nominal,2.0NRT,297.25,8.56,D
31.1207,74.60992,335.31,0.42,0.61,2026-09-13,0731,N,nominal,2.0NRT,294.42,4.14,D
31.12459,74.60937,334.58,0.42,0.61,2026-09-13,0731,N,nominal,2.0NRT,294.39,5.49,D
31.12239,74.60079,330.56,0.42,0.61,2026-09-13,0731,N,nominal,2.0NRT,294.98,2.78,D
36.76999,81.79327,354.26,0.43,0.38,2026-09-13,0731,N,nominal,2.0NRT,307.28,7.64,D
37.18344,78.42387,342.34,0.57,0.43,2026-09-13,0731,N,nominal,2.0NRT,301.31,7.2,D
38.05105,67.26227,334.81,0.67,0.73,2026-09-13,0733,N,nominal,2.0NRT,306.09,5.96,D
7.89146,80.52164,333.44,0.75,0.77,2026-09-13,0905,N,nominal,2.0NRT,287.42,8.05,D
8.01182,80.19453,334.14,0.72,0.75,2026-09-13,0905,N,nominal,2.0NRT,286.37,7.94,D
7.97132,80.23218,333.53,0.72,0.76,2026-09-13,0905,N,nominal,2.0NRT,286.47,5.42,D
8.00954,80.19323,340.44,0.72,0.75,2026-09-13,0905,N,nominal,2.0NRT,286.42,7.61,D
8.1644,80.50396,336.29,0.76,0.77,2026-09-13,0905,N,nominal,2.0NRT,285.97,4.43,D
8.2447,80.71901,335.65,0.78,0.78,2026-09-13,0905,N,nominal,2.0NRT,286.35,7.8,D
8.20266,79.99259,330.5,0.7,0.75,2026-09-13,0905,N,nominal,2.0NRT,284.38,4.57,D
8.24599,80.71811,339.17,0.78,0.78,2026-09-13,0905,N,nominal,2.0NRT,287.01,8.17,D
8.27605,80.72226,333.37,0.78,0.78,2026-09-13,0905,N,nominal,2.0NRT,285.91,7.86,D
8.28425,80.72892,333.24,0.79,0.78,2026-09-13,0905,N,nominal,2.0NRT,286.24,13.05,D
8.28334,80.72141,344.87,0.78,0.78,2026-09-13,0905,N,nominal,2.0NRT,286.58,12.37,D
8.31435,80.73309,329.24,0.79,0.78,2026-09-13,0905,N,nominal,2.0NRT,285.82,6.06,D
18.01021,54.57526,342.5,0.38,0.59,2026-09-13,0907,N,nominal,2.0NRT,310.02,10.53,D
18.00948,54.57172,358.08,0.38,0.59,2026-09-13,0907,N,nominal,2.0NRT,312.43,12.83,D
18.01555,54.57404,350.3,0.38,0.59,2026-09-13,0907,N,nominal,2.0NRT,309.8,18.32,D
18.01482,54.5705,354.11,0.38,0.59,2026-09-13,0907,N,nominal,2.0NRT,310.59,23.27,D
18.32045,55.1044,348.49,0.34,0.56,2026-09-13,0907,N,nominal,2.0NRT,302.74,2.23,D
19.26949,56.17286,340.11,0.56,0.52,2026-09-13,0907,N,nominal,2.0NRT,301.97,3.53,D
20.22546,55.7414,339.65,0.58,0.52,2026-09-13,0909,N,nominal,2.0NRT,304.91,3.01,D
20.38701,55.66108,338.2,0.58,0.52,2026-09-13,0909,N,nominal,2.0NRT,303.96,2.95,D
21.00278,56.53205,348.22,0.5,0.49,2026-09-13,0909,N,nominal,2.0NRT,309.2,6.66,D
21.89036,56.84589,341.29,0.46,0.47,2026-09-13,0909,N,nominal,2.0NRT,310.19,0.63,D
21.93854,57.07466,345.93,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,310.47,3.07,D
21.93709,57.07563,345.13,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,309.94,2.84,D
21.89159,56.84651,341.66,0.46,0.47,2026-09-13,0909,N,nominal,2.0NRT,310.35,0.84,D
22.40456,56.98907,344.94,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,310.13,2.63,D
22.32869,56.48774,339.63,0.47,0.48,2026-09-13,0909,N,nominal,2.0NRT,307.08,5.38,D
22.34588,56.43614,336.75,0.48,0.48,2026-09-13,0909,N,low,2.0NRT,307.1,2.01,D
22.34514,56.43316,342.57,0.48,0.48,2026-09-13,0909,N,nominal,2.0NRT,307.25,1.74,D
22.4441,56.70159,338,0.46,0.47,2026-09-13,0909,N,nominal,2.0NRT,307.86,6.06,D
22.88033,55.92673,348.45,0.5,0.49,2026-09-13,0909,N,nominal,2.0NRT,310.4,3.33,D
22.87456,55.61475,340.91,0.52,0.5,2026-09-13,0909,N,nominal,2.0NRT,309.12,1.65,D
22.92777,55.80556,345.54,0.51,0.49,2026-09-13,0909,N,nominal,2.0NRT,308.93,8.45,D
22.60951,54.05944,350,0.33,0.55,2026-09-13,0909,N,nominal,2.0NRT,314.45,1.17,D
23.18614,55.70264,340.47,0.51,0.49,2026-09-13,0909,N,nominal,2.0NRT,308.03,1.44,D
23.19307,55.45751,351.18,0.53,0.5,2026-09-13,0909,N,nominal,2.0NRT,309.72,4.89,D
23.25259,55.58633,339.28,0.52,0.5,2026-09-13,0909,N,nominal,2.0NRT,308.93,2.7,D
23.24854,55.56628,339.77,0.52,0.5,2026-09-13,0909,N,nominal,2.0NRT,307.47,1.06,D
23.26814,55.59311,339.26,0.51,0.5,2026-09-13,0909,N,nominal,2.0NRT,308.71,1.8,D
23.26056,55.53179,339.3,0.52,0.5,2026-09-13,0909,N,nominal,2.0NRT,308.71,1.09,D
25.38868,68.58253,332.48,0.42,0.45,2026-09-13,0909,N,nominal,2.0NRT,299.48,2.85,D
23.87425,57.17105,333.44,0.4,0.45,2026-09-13,0909,N,low,2.0NRT,304.04,2.13,D
24.50235,56.60851,332.75,0.42,0.46,2026-09-13,0909,N,nominal,2.0NRT,301.34,2.89,D
24.50649,56.60754,367,0.42,0.46,2026-09-13,0909,N,high,2.0NRT,297.73,8.22,D
26.35299,67.80643,336.5,0.39,0.44,2026-09-13,0909,N,nominal,2.0NRT,302.98,7.69,D
24.21149,54.14196,353.25,0.6,0.53,2026-09-13,0909,N,nominal,2.0NRT,313.72,20.92,D
27.73576,68.5185,343.87,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,300.07,7.47,D
27.74055,68.52248,335.36,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,299.98,12.52,D
27.74006,68.51792,344.17,0.44,0.46,2026-09-13,0909,N,nominal,2.0NRT,300.16,7.47,D
27.90717,67.57988,352.66,0.4,0.44,2026-09-13,0909,N,nominal,2.0NRT,309.03,11.49,D
28.74013,67.41651,352.57,0.4,0.44,2026-09-13,0909,N,nominal,2.0NRT,305.42,7.53,D
27.17041,56.05437,341.97,0.41,0.45,2026-09-13,0909,N,nominal,2.0NRT,305.28,3.54,D
30.83412,74.22157,332.19,0.53,0.67,2026-09-13,0911,N,nominal,2.0NRT,293.42,3.14,D
28.43236,54.25914,346.53,0.49,0.49,2026-09-13,0911,N,low,2.0NRT,319.68,11.35,D
28.67022,54.34815,348.71,0.48,0.48,2026-09-13,0911,N,nominal,2.0NRT,316.24,9.45,D
31.59919,70.6623,333.18,0.33,0.55,2026-09-13,0911,N,nominal,2.0NRT,297.93,2.58,D
33.09455,72.61974,338.16,0.44,0.63,2026-09-13,0911,N,nominal,2.0NRT,298.66,5.64,D
33.09363,72.61945,335.51,0.44,0.63,2026-09-13,0911,N,nominal,2.0NRT,298.44,2.74,D
33.75313,59.1488,339.57,0.39,0.36,2026-09-13,0911,N,low,2.0NRT,314.37,3.22,D
37.50543,65.37471,350.44,0.39,0.44,2026-09-13,0913,N,nominal,2.0NRT,314.91,23.01,D
37.50499,65.37025,354.65,0.39,0.44,2026-09-13,0913,N,nominal,2.0NRT,312.22,23.01,D
37.50904,65.36961,349.72,0.39,0.44,2026-09-13,0913,N,nominal,2.0NRT,313,23.01,D
37.4226,62.31227,336.9,0.44,0.38,2026-09-13,0913,N,nominal,2.0NRT,309.11,2.83,D
37.49895,61.84706,340.42,0.42,0.38,2026-09-13,0913,N,low,2.0NRT,310.96,3.93,D
37.62715,62.17012,337.14,0.43,0.38,2026-09-13,0913,N,low,2.0NRT,310.84,3.43,D
37.58518,61.56069,340.92,0.42,0.37,2026-09-13,0913,N,low,2.0NRT,314.96,4.97,D
37.59177,61.53039,342.35,0.41,0.37,2026-09-13,0913,N,low,2.0NRT,315.15,6.05,D
37.50915,60.89065,339.65,0.4,0.37,2026-09-13,0913,N,low,2.0NRT,312.75,2.3,D
37.7258,62.09735,339.12,0.43,0.38,2026-09-13,0913,N,low,2.0NRT,313.51,4.31,D
37.78899,62.53911,345.22,0.45,0.39,2026-09-13,0913,N,nominal,2.0NRT,313.84,4.73,D
37.6265,60.63516,349.66,0.4,0.37,2026-09-13,0913,N,nominal,2.0NRT,317.17,5.58,D
37.63481,60.34076,337.68,0.39,0.36,2026-09-13,0913,N,low,2.0NRT,310.09,1.8,D
38.4546,65.80466,347.29,0.42,0.45,2026-09-13,0913,N,nominal,2.0NRT,311.05,20.17,D
37.70133,59.3377,354.72,0.38,0.36,2026-09-13,0913,N,nominal,2.0NRT,311.58,10.98,D
36.94454,54.88937,332.47,0.48,0.4,2026-09-13,0913,N,low,2.0NRT,302.89,5.08,D
37.94529,60.3972,343.16,0.39,0.37,2026-09-13,0913,N,nominal,2.0NRT,314.84,2.87,D
37.62898,57.00468,338.09,0.4,0.37,2026-09-13,0913,N,low,2.0NRT,312.29,1.01,D
37.94179,58.56352,338.51,0.38,0.36,2026-09-13,0913,N,low,2.0NRT,309.5,1.94,D
37.54882,55.46493,333.01,0.45,0.39,2026-09-13,0913,N,low,2.0NRT,306.86,3.34,D
37.64633,55.659,337.21,0.44,0.38,2026-09-13,0913,N,low,2.0NRT,308.73,4.91,D
37.70196,55.64309,337.61,0.44,0.38,2026-09-13,0913,N,nominal,2.0NRT,308.78,2.42,D
38.1536,57.95099,338.06,0.39,0.36,2026-09-13,0913,N,nominal,2.0NRT,307.16,1.73,D
38.6494,54.27987,339.89,0.48,0.4,2026-09-13,0913,N,low,2.0NRT,313.54,3.63,D
38.67924,54.31612,344.58,0.47,0.4,2026-09-13,0913,N,low,2.0NRT,316.51,4.26,D
39.26474,56.11078,337.13,0.41,0.37,2026-09-13,0913,N,nominal,2.0NRT,309.83,2.06,D
